carat,price,price_log,cut,clarity,color
0.2,365.1666666666667,5.900353870367412,4.166666666666667,3.8333333333333335,6.166666666666667
0.21,380.22222222222223,5.94075587711592,3.888888888888889,3.6666666666666665,6.444444444444445
0.22,391.4,5.969730054961976,3.4,3.6,5.8
0.23,486.14334470989763,6.186503528374646,3.255972696245734,5.901023890784983,5.51877133105802
0.24,505.18503937007875,6.224924776756142,3.5551181102362204,5.97244094488189,5.18503937007874
0.25,550.9245283018868,6.3115978275424816,3.6556603773584904,5.85377358490566,5.14622641509434
0.26,550.897233201581,6.311548282141827,3.8853754940711465,5.723320158102767,4.928853754940712
0.27,574.7596566523605,6.353951964985159,4.008583690987124,5.7296137339055795,5.047210300429184
0.28,580.1212121212121,6.363237068121729,3.823232323232323,5.7272727272727275,4.898989898989899
0.29,601.1923076923077,6.39891486287399,3.776923076923077,5.638461538461539,4.776923076923077
0.3,680.3018433179724,6.522536586913671,4.088325652841782,4.951612903225806,4.605222734254992
0.31,708.2356602934638,6.562776891832117,4.217429968875056,4.919964428634949,4.622498888394842
0.32,720.1440217391304,6.579451222199966,4.327173913043478,4.817934782608695,4.567934782608695
0.33,765.7317073170732,6.640831856843902,4.357443229604709,5.053826745164003,4.569386038687973
0.34,756.3802197802198,6.6285441859667245,4.304395604395604,4.562637362637362,4.746153846153846
0.35,800.6761619190405,6.6854565730843145,4.302848575712144,4.764617691154423,4.830584707646177
0.36,781.3811188811189,6.661063019136201,4.318181818181818,4.358391608391608,4.9527972027972025
0.37,816.0710659898477,6.704501441845768,4.149746192893401,4.50507614213198,4.873096446700508
0.38,904.4417910447761,6.807317947921786,4.304477611940299,4.7298507462686565,4.722388059701492
0.39,922.3316582914573,6.826904875025505,4.045226130653266,4.959798994974874,4.474874371859296
0.4,932.7844495765974,6.8381741447632285,3.9591993841416473,4.589684372594303,4.83679753656659
0.41,973.6273516642547,6.881028634606825,4.125904486251809,4.633863965267728,4.819102749638206
0.42,994.4447592067988,6.902184550453435,4.296033994334278,4.6076487252124645,4.81586402266289
0.43,995.1926229508197,6.902936309327638,4.114754098360656,4.44672131147541,4.709016393442623
0.44,1056.622641509434,6.962832913148585,4.132075471698113,4.669811320754717,4.617924528301887
0.45,1093.3181818181818,6.996972554520929,3.5727272727272728,4.8545454545454545,4.4
0.46,1237.5337078651685,7.120875732750803,3.842696629213483,4.865168539325842,4.595505617977528
0.47,1272.3131313131314,7.1485918860205935,3.7474747474747474,4.484848484848484,4.484848484848484
0.48,1322.047619047619,7.186937040222531,3.634920634920635,4.492063492063492,4.365079365079365
0.49,1306.3333333333333,7.174979509531521,3.533333333333333,3.888888888888889,4.955555555555556
0.5,1504.4586645468999,7.31618842114757,3.5659777424483305,4.046899841017488,5.111287758346582
0.51,1624.408163265306,7.392898821202929,4.015971606033718,4.203194321206744,5.081632653061225
0.52,1655.577723378213,7.411905304467681,4.208078335373317,4.291309669522644,4.9559363525091795
0.53,1683.5458392101552,7.428657466748501,4.273624823695346,4.294781382228491,4.8885754583921015
0.54,1703.88,7.440663282374267,4.3152,4.3296,4.808
0.55,1725.4415322580646,7.453238257442414,4.350806451612903,4.213709677419355,4.850806451612903
0.56,1831.9979674796748,7.513162435779134,4.3861788617886175,4.412601626016261,5.016260162601626
0.57,1796.3232558139534,7.493497219199893,4.248837209302326,4.232558139534884,4.872093023255814
0.58,1798.6483870967743,7.494790765763255,4.2,4.212903225806452,4.780645161290322
0.59,1831.450354609929,7.5128634754413985,4.056737588652482,4.170212765957447,4.826241134751773
0.6,1949.811403508772,7.5754879307311365,4.0394736842105265,4.1535087719298245,4.982456140350878
0.61,2069.2450980392155,7.634939132807385,4.0588235294117645,4.544117647058823,4.686274509803922
0.62,1973.3703703703704,7.58749820780258,3.9925925925925925,4.348148148148148,4.562962962962963
0.63,2244.7843137254904,7.716364721496577,4.078431372549019,4.53921568627451,4.852941176470588
0.64,2113.5875,7.65614201967033,3.9125,4.25,4.8625
0.65,2322.6153846153848,7.750449150666145,3.8923076923076922,4.723076923076923,4.707692307692308
0.66,2235.7291666666665,7.7123227029078745,3.8125,4.375,4.666666666666667
0.67,2067.8541666666665,7.6342667141217495,3.0833333333333335,4.208333333333333,4.375
0.68,2334.32,7.755475907133311,3.32,4.36,4.64
0.69,2206.6153846153848,7.699215120392622,3.076923076923077,4.115384615384615,4.153846153846154
0.7,2516.0716809692076,7.830454107465852,3.4896516910651187,3.795557799091368,4.5487127713276125
0.71,2672.7805255023186,7.890874604837582,3.82225656877898,3.9234930448222567,4.540185471406492
0.72,2705.778795811518,7.903145059569524,4.043193717277487,3.9214659685863875,4.383507853403142
0.73,2791.2479674796746,7.934244074978437,4.071138211382114,3.91260162601626,4.6138211382113825
0.74,2821.9006211180126,7.945165916030095,3.9254658385093166,3.875776397515528,4.552795031055901
0.75,2763.401606425703,7.924217665944576,3.783132530120482,3.4096385542168677,4.775100401606426
0.76,2889.593625498008,7.9688711572048705,4.087649402390438,3.768924302788845,4.46613545816733
0.77,2884.398406374502,7.967071632544359,3.816733067729084,3.7051792828685257,4.3585657370517925
0.78,2918.909090909091,7.978965226453097,3.9037433155080214,3.3957219251336896,4.566844919786096
0.79,2990.8064516129034,8.003298346276337,4.0,3.4838709677419355,4.574193548387097
0.8,3146.1901408450703,8.05394752071274,3.816901408450704,3.5880281690140845,4.485915492957746
0.81,3094.425,8.03735738433699,3.98,3.435,4.325
0.82,3083.65,8.033869239267503,3.9642857142857144,3.3,4.2785714285714285
0.83,3181.992366412214,8.06526280990435,3.9923664122137406,3.267175572519084,4.419847328244275
0.84,3294.984375,8.10015670489198,3.5625,3.546875,4.515625
0.85,3204.1774193548385,8.072210680985622,3.806451612903226,3.161290322580645,4.290322580645161
0.86,3289.970588235294,8.098633903973347,3.676470588235294,3.1176470588235294,4.323529411764706
0.87,3342.3225806451615,8.114421227730414,4.129032258064516,2.806451612903226,4.290322580645161
0.88,3431.3478260869565,8.140708415186426,3.6956521739130435,3.5217391304347827,3.782608695652174
0.89,3291.2380952380954,8.09901909370959,3.3333333333333335,2.9523809523809526,4.285714285714286
0.9,3939.1811447811447,8.278728149418246,3.1387205387205386,3.3885521885521888,4.387878787878788
0.91,3981.156140350877,8.289327543620498,3.3666666666666667,3.2140350877192985,4.542105263157895
0.92,4035.212389380531,8.302814216092148,3.579646017699115,3.0353982300884956,4.672566371681416
0.93,3994.2957746478874,8.292622565977931,3.6056338028169015,3.0211267605633805,4.309859154929577
0.94,4195.779661016949,8.341834456463653,3.610169491525424,2.6610169491525424,5.220338983050848
0.95,4013.6615384615384,8.297459205537438,3.5538461538461537,3.0,3.876923076923077
0.96,3623.4660194174758,8.195186310671081,2.9611650485436893,2.533980582524272,3.9805825242718447
0.97,4026.237288135593,8.300587543393753,3.593220338983051,2.7288135593220337,3.983050847457627
0.98,3469.7741935483873,8.151844796918143,2.774193548387097,2.096774193548387,3.903225806451613
0.99,4406.173913043478,8.390761998449722,2.869565217391304,2.782608695652174,3.739130434782609
1.0,5241.589858793325,8.564380139462804,3.1367137355584083,3.458921694480103,4.634146341463414
1.01,5506.7756467439785,8.613734548781968,3.377341659232828,3.5165031222123107,4.5985727029438
1.02,5598.463193657984,8.630247409356587,3.741789354473386,3.451868629671574,4.469988674971687
1.03,5581.711281070746,8.627250689553765,4.005736137667304,3.407265774378585,4.418738049713193
1.04,5770.458947368421,8.660506896610809,3.991578947368421,3.5873684210526315,4.223157894736842
1.05,5781.681440443213,8.662449826012363,3.9861495844875345,3.6094182825484764,4.17174515235457
1.06,5943.477211796247,8.690049630274563,4.163538873994638,3.6193029490616624,4.18230563002681
1.07,6000.862573099415,8.699658500060636,4.157894736842105,3.590643274853801,4.245614035087719
1.08,5774.341463414634,8.661179496578661,4.146341463414634,3.3983739837398375,4.154471544715447
1.09,6010.104529616725,8.701197419993099,4.181184668989547,3.5853658536585367,4.128919860627177
1.1,5906.082733812949,8.683738070640047,4.0647482014388485,3.4388489208633093,4.046762589928058
1.11,6005.568181818182,8.700442348159335,4.064935064935065,3.383116883116883,3.9675324675324677
1.12,6044.490039840637,8.706902398835352,4.103585657370518,3.537848605577689,3.9880478087649402
1.13,6193.40243902439,8.731239881714604,4.17479674796748,3.524390243902439,4.0528455284552845
1.14,6354.536231884058,8.75692420407376,4.091787439613527,3.6473429951690823,3.9371980676328504
1.15,5959.906040268456,8.692809994879498,4.046979865771812,3.3758389261744965,3.8322147651006713
1.16,6274.296511627907,8.74421664801449,4.180232558139535,3.5290697674418605,3.895348837209302
1.17,6224.881818181818,8.736309736121656,4.054545454545455,3.4363636363636365,3.790909090909091
1.18,6481.1056910569105,8.776646406126392,4.065040650406504,3.6422764227642275,3.796747967479675
1.19,6483.238095238095,8.776975370590089,3.984126984126984,3.5476190476190474,3.7301587301587302
1.2,6683.209302325581,8.807353585638875,3.7550387596899224,3.6372093023255814,3.584496124031008
1.21,6899.475687103594,8.839200700321873,3.902748414376321,3.8054968287526427,3.5602536997885834
1.22,6964.06,8.848517916589046,4.1466666666666665,3.65,3.5566666666666666
1.23,7273.602150537635,8.892006929321626,4.154121863799283,3.931899641577061,3.6021505376344085
1.24,7134.957627118644,8.872761591157303,4.093220338983051,3.7203389830508473,3.656779661016949
1.25,7123.2513368983955,8.871119548614638,4.13903743315508,3.7379679144385025,3.3101604278074865
1.26,7490.746575342466,8.921423747824617,4.157534246575342,3.6986301369863015,3.5684931506849313
1.27,7119.119402985075,8.87053931740107,4.104477611940299,3.7761194029850746,3.1417910447761193
1.28,7711.811320754717,8.95050837032132,4.132075471698113,3.7641509433962264,3.556603773584906
1.29,7033.019801980198,8.858371451884915,4.00990099009901,3.4455445544554455,3.396039603960396
1.3,7837.704918032787,8.966701330440884,3.9262295081967213,4.032786885245901,3.5327868852459017
1.31,7726.556390977444,8.95241855603286,4.112781954887218,3.827067669172932,3.1052631578947367
1.32,7639.3707865168535,8.941070520983226,3.932584269662921,3.696629213483146,3.258426966292135
1.33,7527.080459770115,8.926262524464594,3.9080459770114944,3.5517241379310347,3.3448275862068964
1.34,7758.5,8.956544295523539,4.117647058823529,3.661764705882353,3.6470588235294117
1.35,7448.285714285715,8.915739179430275,3.935064935064935,3.675324675324675,2.961038961038961
1.36,8591.52,9.058530949266299,3.92,3.7,3.86
1.37,8044.086956521739,8.992692560943729,4.1521739130434785,3.9130434782608696,3.130434782608696
1.38,8164.307692307692,9.007527212135216,4.038461538461538,3.5384615384615383,3.076923076923077
1.39,8335.111111111111,9.028232125763243,4.083333333333333,3.638888888888889,3.7222222222222223
1.4,9108.52,9.116965518219695,3.8,3.78,3.72
1.41,9459.7,9.1547959490695,3.675,3.775,3.85
1.42,9487.2,9.157698800650586,3.8,4.0,3.68
1.43,9234.947368421053,9.130750193474821,3.6842105263157894,3.789473684210526,3.8947368421052633
1.44,8021.611111111111,8.989894567357743,3.611111111111111,2.9444444444444446,3.9444444444444446
1.45,8709.333333333334,9.072150526542137,3.066666666666667,3.933333333333333,3.4
1.46,8237.444444444445,9.016445434562764,3.5,2.888888888888889,3.611111111111111
1.47,7833.714285714285,8.966192042500477,3.380952380952381,2.761904761904762,3.0476190476190474
1.48,8791.285714285714,9.081516250094934,3.4285714285714284,3.2857142857142856,3.2857142857142856
1.49,9174.272727272728,9.124158402998729,3.272727272727273,2.8181818181818183,3.8181818181818183
1.5,10057.29760403531,9.21605377973732,3.2522068095838588,3.4274905422446404,3.9066834804539723
1.51,10544.644361833953,9.263373366581602,3.5254027261462206,3.640644361833953,3.7397769516728623
1.52,10610.236220472441,9.269574495306697,3.7401574803149606,3.6167979002624673,3.8372703412073492
1.53,10695.59090909091,9.27758687095712,3.9909090909090907,3.7,3.5454545454545454
1.54,10865.028735632184,9.293304537476004,3.9597701149425286,3.6551724137931036,3.6091954022988504
1.55,10688.314516129032,9.27690632237649,4.193548387096774,3.596774193548387,3.5080645161290325
1.56,10229.743119266055,9.23305474809922,3.9908256880733943,3.5137614678899083,3.2018348623853212
1.57,10422.707547169812,9.251742122933495,4.19811320754717,3.5943396226415096,3.1132075471698113
1.58,11427.988764044943,9.343820780154953,4.224719101123595,3.7752808988764044,3.7752808988764044
1.59,10574.359550561798,9.266187439485861,4.078651685393258,3.5842696629213484,3.292134831460674
1.6,11124.252631578947,9.316882925593903,4.126315789473685,3.610526315789474,3.536842105263158
1.61,10992.84375,9.304999771887383,4.09375,3.34375,3.78125
1.62,11705.88524590164,9.36784700678771,4.114754098360656,3.540983606557377,3.639344262295082
1.63,11556.32,9.354987752445375,4.06,3.42,3.62
1.64,10738.0,9.281544130982514,3.8372093023255816,3.0,3.488372093023256
1.65,10973.875,9.303272726994544,4.09375,3.5,3.53125
1.66,11084.5,9.313303015034007,3.933333333333333,3.6,3.5
1.67,12281.48,9.41584771561168,4.28,3.88,3.04
1.68,11779.105263157895,9.374082500429415,4.2631578947368425,3.210526315789474,4.052631578947368
1.69,11878.083333333334,9.38245024432265,4.0,3.2083333333333335,3.625
1.7,12110.320930232558,9.401813337453836,3.818604651162791,3.7116279069767444,3.2511627906976743
1.71,12396.55462184874,9.425173859908096,3.8487394957983194,3.6554621848739495,3.310924369747899
1.72,12040.315789473685,9.396015946880457,3.6140350877192984,3.210526315789474,3.6140350877192984
1.73,11875.961538461539,9.382271597284733,3.673076923076923,3.4423076923076925,3.1923076923076925
1.74,12270.325,9.414939024721736,4.075,3.175,3.5
1.75,12673.7,9.447284259096763,4.02,3.46,3.5
1.76,12398.57142857143,9.425336537582977,3.9642857142857144,3.5357142857142856,3.2857142857142856
1.77,11103.176470588236,9.314986514883486,3.8823529411764706,3.0588235294117645,3.1176470588235294
1.78,12504.583333333334,9.433850522751264,3.75,2.8333333333333335,4.166666666666667
1.79,13144.066666666668,9.483725731726963,4.0,3.8666666666666667,2.6
1.8,13057.52380952381,9.477119783745422,4.095238095238095,3.2857142857142856,3.6666666666666665
1.81,11374.444444444445,9.339124402577598,2.888888888888889,2.888888888888889,2.7777777777777777
1.82,12986.153846153846,9.471638980076174,3.4615384615384617,3.1538461538461537,3.230769230769231
1.83,11930.0,9.386811515091962,3.5555555555555554,2.888888888888889,3.388888888888889
1.84,11108.5,9.315465860017182,4.25,3.25,2.5
1.85,11436.0,9.344521553442203,4.333333333333333,4.333333333333333,2.3333333333333335
1.86,12164.333333333334,9.406263451688263,3.4444444444444446,3.0,2.888888888888889
1.87,12933.57142857143,9.467581646199429,4.285714285714286,3.0,2.7142857142857144
1.88,10946.25,9.300752210836434,2.75,3.0,3.25
1.89,13969.0,9.544595867727551,4.25,3.5,3.75
1.9,11477.142857142857,9.34811275885796,3.7142857142857144,2.5714285714285716,2.7142857142857144
1.91,12365.833333333334,9.422692572212172,3.4166666666666665,2.75,2.9166666666666665
1.92,15418.0,9.643290937019207,4.0,2.5,4.5
1.93,16828.166666666668,9.730809348789407,3.5,4.166666666666667,3.5
1.94,14189.333333333334,9.560245787608096,3.3333333333333335,3.0,3.0
1.95,12340.666666666666,9.420655320851521,3.3333333333333335,2.6666666666666665,3.0
1.96,8642.25,9.064418244562233,2.25,1.5,3.25
1.97,15966.0,9.678216740205745,3.75,3.0,4.0
1.98,14667.8,9.593409893974178,3.6,4.0,2.2
1.99,14179.0,9.559517275737559,2.3333333333333335,3.3333333333333335,2.6666666666666665
2.0,14076.762264150944,9.55228065043864,3.1056603773584905,2.7547169811320753,3.2150943396226417
2.01,14735.13409090909,9.597989995293883,3.3840909090909093,2.852272727272727,2.965909090909091
2.02,14786.841807909605,9.60149299726457,3.672316384180791,2.7570621468926553,2.847457627118644
2.03,14710.11475409836,9.596290614659438,3.8114754098360657,2.6475409836065573,3.0901639344262297
2.04,14840.17441860465,9.605093269927549,3.686046511627907,2.755813953488372,2.802325581395349
2.05,15555.402985074626,9.652163316104776,3.9402985074626864,3.044776119402985,3.1641791044776117
2.06,14377.833333333334,9.573442947692888,3.8666666666666667,2.4166666666666665,2.816666666666667
2.07,15384.28,9.641101487831014,3.94,2.88,2.78
2.08,15128.682926829268,9.624347752552397,3.975609756097561,2.7804878048780486,2.8292682926829267
2.09,15287.31111111111,9.634778424145496,3.911111111111111,2.577777777777778,2.977777777777778
2.1,14419.307692307691,9.576323399444226,3.5384615384615383,2.6538461538461537,2.673076923076923
2.11,14563.418604651162,9.586268088466307,3.7906976744186047,2.511627906976744,3.0697674418604652
2.12,15007.68,9.61631734905707,4.16,2.28,3.16
2.13,15220.42857142857,9.630393789457381,3.9047619047619047,2.380952380952381,2.8095238095238093
2.14,14905.041666666666,9.609454801590765,3.8125,2.5833333333333335,2.8958333333333335
2.15,14187.181818181818,9.560094147059976,4.090909090909091,2.272727272727273,2.6363636363636362
2.16,15860.48,9.67158575954802,4.12,3.04,2.52
2.17,14416.611111111111,9.576136370119944,3.8333333333333335,2.2777777777777777,2.9444444444444446
2.18,14828.451612903225,9.604303020571272,3.7419354838709675,2.4193548387096775,2.7096774193548385
2.19,15521.09090909091,9.649955081801155,3.8181818181818183,2.272727272727273,2.8181818181818183
2.2,15290.5625,9.634991086997235,4.125,2.71875,2.4375
2.21,15287.95652173913,9.634820641969121,4.086956521739131,2.1739130434782608,3.3043478260869565
2.22,14691.518518518518,9.595025634725351,3.5185185185185186,2.5555555555555554,2.1481481481481484
2.23,13947.461538461539,9.543052802122158,3.769230769230769,2.8461538461538463,1.6923076923076923
2.24,15573.9375,9.653354123030125,4.3125,2.375,2.25
2.25,13771.555555555555,9.530360552339909,3.6666666666666665,2.1666666666666665,2.6666666666666665
2.26,15330.2,9.637580018095173,3.933333333333333,2.2666666666666666,2.933333333333333
2.27,14198.416666666666,9.560885735025085,3.4166666666666665,2.75,2.1666666666666665
2.28,15422.95,9.643611938806929,3.9,2.85,2.15
2.29,15834.764705882353,9.669963099745345,3.7058823529411766,3.3529411764705883,2.1176470588235294
2.3,14822.52380952381,9.603903181889816,4.380952380952381,2.380952380952381,2.380952380952381
2.31,15017.384615384615,9.616963783351009,3.3846153846153846,2.923076923076923,1.9230769230769231
2.32,16042.1875,9.682977249927385,3.6875,2.5625,2.25
2.33,14089.777777777777,9.553204833141509,3.6666666666666665,2.888888888888889,2.111111111111111
2.34,11922.0,9.386140711779872,3.6,2.0,2.2
2.35,16090.42857142857,9.685979875519118,3.857142857142857,2.7142857142857144,2.142857142857143
2.36,15756.75,9.665024123871847,4.5,2.625,2.0
2.37,16525.166666666668,9.71263975039772,4.666666666666667,3.1666666666666665,1.8333333333333333
2.38,15481.375,9.64739296748848,3.875,3.375,1.875
2.39,17182.428571428572,9.75164254593364,4.0,4.142857142857143,1.8571428571428572
2.4,16362.461538461539,9.702745059624807,4.076923076923077,2.4615384615384617,1.9230769230769231
2.41,15808.2,9.668284071729477,3.8,2.6,2.0
2.42,16954.125,9.738266446032524,4.125,3.125,1.375
2.43,15356.0,9.639261556120688,3.5,2.1666666666666665,2.6666666666666665
2.44,16365.5,9.702930739478019,3.25,3.25,1.25
2.45,14593.75,9.588348633851307,4.0,2.5,2.5
2.46,14227.0,9.562896846651167,4.666666666666667,2.0,3.6666666666666665
2.47,15644.0,9.657842735875406,4.333333333333333,2.0,1.3333333333333333
2.48,16537.11111111111,9.713362292567645,3.3333333333333335,2.4444444444444446,2.5555555555555554
2.49,13843.0,9.535534968687735,3.3333333333333335,2.0,1.3333333333333333
2.5,14255.117647058823,9.564871254350866,2.823529411764706,2.1176470588235294,2.4705882352941178
2.51,16616.882352941175,9.718174466754455,3.5294117647058822,2.2941176470588234,2.411764705882353
2.52,16242.111111111111,9.69536259979366,2.7777777777777777,2.111111111111111,3.111111111111111
2.53,16548.875,9.714073402663931,3.875,2.25,2.375
2.54,15261.666666666666,9.633099516873722,3.7777777777777777,2.0,2.7777777777777777
2.55,15964.0,9.678091466168624,3.3333333333333335,3.0,2.3333333333333335
2.56,16723.333333333332,9.724560228810189,3.6666666666666665,2.6666666666666665,1.0
2.57,17841.666666666668,9.789291824789775,4.0,2.3333333333333335,4.666666666666667
2.58,14481.333333333334,9.580615742731817,2.6666666666666665,2.0,5.0
2.59,16465.0,9.708992194810465,5.0,5.0,1.0
2.6,17535.0,9.771954162574279,3.3333333333333335,2.0,2.0
2.61,16583.0,9.716133353214099,4.0,2.0,1.6666666666666667
2.63,12659.666666666666,9.446176365704353,4.0,1.3333333333333333,1.0
2.64,17407.0,9.764627703152708,5.0,2.0,3.0
2.65,16314.0,9.699778913860525,4.0,2.0,4.0
2.66,16991.0,9.740439071085758,2.0,2.0,3.0
2.67,18686.0,9.835529859352901,2.0,2.0,5.0
2.68,9042.0,9.109635667854551,3.5,1.0,3.0
2.7,14341.0,9.570877846729212,3.0,2.0,3.0
2.71,17146.0,9.749520189238702,4.0,2.0,6.0
2.72,12088.333333333334,9.399996079129403,3.6666666666666665,1.3333333333333333,1.6666666666666667
2.74,14385.0,9.573941275985648,2.3333333333333335,1.6666666666666667,1.6666666666666667
2.75,14285.5,9.567000315802414,4.5,1.5,5.0
2.77,10424.0,9.251866118804681,4.0,1.0,3.0
2.8,16909.0,9.735601303538429,3.0,2.0,3.0
3.0,12378.5,9.42371637573134,2.375,1.375,2.875
3.01,15910.285714285714,9.67472107932808,3.0714285714285716,1.7142857142857142,2.2142857142857144
3.02,10577.0,9.266437111328052,1.0,1.0,2.0
3.04,16956.5,9.738406520124576,3.5,2.0,2.0
3.05,10453.0,9.254644297532707,4.0,1.0,6.0
3.11,9823.0,9.19248185367487,1.0,1.0,1.0
3.22,12545.0,9.437077458800523,5.0,1.0,2.0
3.24,12300.0,9.417354541360508,4.0,1.0,3.0
3.4,15964.0,9.678091466168624,1.0,1.0,7.0
3.5,12587.0,9.440419814291506,5.0,1.0,3.0
3.51,18701.0,9.83633227734872,4.0,4.0,1.0
3.65,11668.0,9.364605330987612,1.0,1.0,3.0
3.67,16193.0,9.692334329073471,4.0,1.0,2.0
4.0,15984.0,9.679343500888335,3.0,1.0,2.0
4.01,15223.0,9.630562721059254,4.0,1.0,1.5
4.13,17329.0,9.760136677640245,1.0,1.0,3.0
4.5,18531.0,9.82720028436401,1.0,1.0,1.0
5.01,18018.0,9.799126537211386,1.0,1.0,1.0
